organization_group_id,organization_group_name,petitioner_company_id,petitioner_company_name,petitioner_company_of_primary_beneficiary,beneficiary_id,fn_case_id,beneficiary_type,beneficiary_record_opened_date,beneficiary_status,beneficiary_record_retired_date,beneficiary_last_name,beneficiary_first_name,beneficiary_full_name,primary_beneficiary_id,primary_beneficiary_last_name,primary_beneficiary_first_name,relation,gender,date_of_birth,country_of_birth,country_of_citizenship,alien_number,date_of_last_entry_into_the_us,i94_number,i94_status,i94_valid_from,i94_exp_date,current_status,current_status_exp_date,i797_valid_from,i797_exp_date,final_niv_hl_status_valid_from,final_niv_maxout_date,i129s_exp_date,ped_petition_end_date,ead_type,ead_exp_date,ap_exp_date,ds2019_valid_from,ds2019_exp_date,re_entry_permit_exp_date,green_card_exp_date,passport_number,passport_issuing_country,passport_valid_from,passport_exp_date,visa_type,visa_issue_date,visa_exp_date,visa_priority_green_card_method,primary_visa_priority_date,primary_visa_priority_category,primary_visa_country_of_chargeability,visa_priority_note,track_filed,green_card_method,employee_id,work_email_id,current_employer,management_info_employee_id,management_info_department,management_info_dept_group,management_info_dept_number,business_unit_code,hr_info_client_billing_code,job_title,job_location_street,job_location_city,job_location_state,hire_date,management_info_manager,management_info_manager_email,management_info_second_level_manager,management_info_second_level_manager_email,management_info_partner_name,management_info_partner_email,management_info_cost_center,management_info_cost_center_number,management_info_client_billing_code,management_info_business_unit_code,management_info_job_title,management_info_job_status,management_info_job_code,management_info_job_start_date,management_info_job_end_date,management_info_work_address,management_info_job_location_city,management_info_job_location_state
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626615305,422690,Primary,8/22/2018,Active,0100-01-01,LN 1180,FN 1180,"LN 1180, FN 1180",,,,,F,3/25/1981,India,India,,3/18/2019,123456789A1,H-1B,3/18/2019,8/19/2025,H-1B,8/19/2025,0100-01-01,8/19/2025,10/1/2019,9/30/2025,0100-01-01,0100-01-01,Other,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,4/1/2022,8/19/2022,AOS,0100-01-01,,India,,No Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,,,,11/6/2017,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,FY 2020,,11/6/2017,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626615992,421783,Primary,8/23/2018,Active,0100-01-01,LN 1183,FN 1183,"LN 1183, FN 1183",,,,,F,3/28/1981,India,India,123456789,12/24/2016,123456789A1,H-1B,12/24/2016,9/9/2024,H-1B,9/9/2024,0100-01-01,9/9/2024,10/1/2015,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,12/7/2016,9/30/2017,AOS,6/26/2015,Emp: 2nd,India,I-140 Approval from Prior Employer/Charter I-140 approved 4.26.22 [amf] ,Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,100 Test Drive,,,1/28/2019,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,,,1/28/2019,0100-01-01,"100 Test Drive, Atlanta, GA 30303",,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626616231,421788,Primary,8/24/2018,Active,0100-01-01,LN 1184,FN 1184,"LN 1184, FN 1184",,,,,M,3/29/1981,India,India,123456789,12/8/2019,123456789A1,H-1B,12/8/2019,12/27/2023,H-1B,12/27/2023,0100-01-01,12/27/2023,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,8/21/2019,12/27/2020,AOS,12/27/2019,Emp: 2nd,India,Charter I-140 [10.13.21 KAP],Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,,,,10/5/2018,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,,,10/5/2018,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626616237,421790,Primary,8/24/2018,Active,0100-01-01,LN 1185,FN 1185,"LN 1185, FN 1185",,,,,M,3/30/1981,India,India,123456789,5/3/2022,123456789A1,H1B,5/3/2022,3/17/2023,H-1B,3/17/2023,0100-01-01,3/17/2023,10/22/2013,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,H-1B,3/31/2022,3/17/2023,AOS,3/20/2017,Emp: 2nd,India,I-140 w/prior ER [10.8.21 KAP],Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,100 Test Drive,,,10/1/2018,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,,,10/1/2018,0100-01-01,"100 Test Drive, Atlanta, GA 30303",,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626623426,421924,Primary,9/20/2018,Active,0100-01-01,LN 1213,FN 1213,"LN 1213, FN 1213",,,,,M,4/27/1981,India,India,123456789,7/4/2019,123456789A1,H-1B,7/4/2019,10/14/2024,H-1B,10/14/2024,0100-01-01,10/14/2024,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,0100-01-01,1/1/2027,,6/10/2019,10/14/2021,AOS,0100-01-01,,India,,No Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,,,,,3/11/2019,John Doe,,John Doe,,,,,,,Cable Ops,,,,3/11/2019,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626623434,422629,Primary,9/20/2018,Retired,6/8/2022,LN 1216,FN 1216,"LN 1216, FN 1216",,,,,F,4/30/1981,India,India,,5/2/2017,123456789A1,H-1B,5/2/2017,7/28/2022,H-1B,7/28/2022,0100-01-01,7/28/2022,0100-01-01,9/30/2025,0100-01-01,0100-01-01,F-1 OPT STEM,7/12/2020,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,10/1/2019,8/7/2022,AOS,0100-01-01,,India,,No Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,,,,9/10/2018,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,FY 2020,,9/10/2018,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626625576,421969,Primary,9/29/2018,Active,0100-01-01,LN 1226,FN 1226,"LN 1226, FN 1226",,,,,M,5/10/1981,India,India,,4/26/2019,123456789A1,H-1B,4/26/2019,3/10/2023,H-1B,3/10/2023,0100-01-01,3/10/2023,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,India,0100-01-01,1/1/2027,H-1B,4/17/2019,10/28/2021,AOS,9/22/2021,Emp: 2nd,India,Charter I-140 [7.28.22 KAP],Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,,,,4/29/2019,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,,,4/29/2019,0100-01-01,,,
,,625523852,Dependent,"Charter Communications, Inc.",626625654,421969,Dependent,9/29/2018,Active,0100-01-01,LN 1227,FN 1227,"LN 1227, FN 1227",626625576,,,Spouse,F,5/11/1981,India,India,,2/24/2017,123456789A1,H-4,2/24/2017,3/10/2023,H-4,3/10/2023,0100-01-01,3/10/2023,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,India,0100-01-01,1/1/2027,,2/17/2017,12/31/2017,AOS,0100-01-01,,India,,No Track No Filed,AOS,,test@test.com,Dependent,,,,,,,,,,,0100-01-01,,,,,,,,,,,,,,0100-01-01,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626626612,421996,Primary,10/3/2018,Active,0100-01-01,LN 1236,FN 1236,"LN 1236, FN 1236",,,,,M,5/20/1981,India,India,,1/6/2014,123456789A1,H-1B,1/6/2014,7/13/2024,H-1B,7/13/2024,0100-01-01,7/13/2024,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,0100-01-01,1/1/2027,H-1B,7/26/2021,7/13/2024,AOS,2/24/2012,Emp: 3rd,India,I-140ApprovedPriorER; Charter PERM certified 7/28/22.,Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,,,,1/7/2019,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,,,1/7/2019,0100-01-01,,,
,,625523852,Dependent,"Charter Communications, Inc.",626626761,421996,Dependent,10/3/2018,Active,0100-01-01,LN 1237,FN 1237,"LN 1237, FN 1237",626626612,,,Spouse,F,5/21/1981,India,India,123456789,3/10/2018,123456789A1,H-4,3/10/2018,7/23/2024,H-4,7/13/2024,0100-01-01,7/13/2024,0100-01-01,0100-01-01,0100-01-01,0100-01-01,Based on H-4,7/23/2024,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,,0100-01-01,1/1/2027,,12/11/2017,3/27/2020,AOS,0100-01-01,,India,,No Track No Filed,AOS,,test@test.com,Dependent,,,,,,,,,,,0100-01-01,,,,,,,,,,,,,,0100-01-01,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626628190,422801,Primary,10/9/2018,Active,0100-01-01,LN 1239,FN 1239,"LN 1239, FN 1239",,,,,M,5/23/1981,India,India,,1/14/2020,123456789A1,H-1B,1/14/2020,7/6/2025,H-1B,7/6/2025,0100-01-01,7/6/2025,10/1/2020,9/30/2026,0100-01-01,0100-01-01,STEM OPT,7/15/2021,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,7/22/2016,7/20/2021,AOS,0100-01-01,,India,,No Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,,,,11/5/2018,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,Possible FY 2020 - Customer Operations,,11/5/2018,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626629848,422685,Primary,10/15/2018,Active,0100-01-01,LN 1246,FN 1246,"LN 1246, FN 1246",,,,,M,5/30/1981,India,India,,3/27/2021,123456789A1,H-1B,3/27/2021,8/4/2025,H-1B,8/4/2025,0100-01-01,8/4/2025,10/1/2019,9/30/2025,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,2/4/2020,8/4/2022,AOS,0100-01-01,,India,,No Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,John Doe,Test Title 1,100 Test Drive,Atlanta,GA,10/8/2018,John Doe,,John Doe,,,,12345,,John Doe ,Cable Ops,Test Title 1,FY 2020,,10/8/2018,0100-01-01,"100 Test Drive, Atlanta, GA 30303",Atlanta,GA
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626630063,422681,Primary,10/16/2018,Active,0100-01-01,LN 1249,FN 1249,"LN 1249, FN 1249",,,,,F,6/2/1981,India,India,,1/15/2022,123456789A1,H-1B,1/15/2022,6/15/2025,H-1B,6/15/2025,0100-01-01,6/15/2025,10/1/2019,9/30/2025,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,11/18/2019,8/8/2022,AOS,0100-01-01,,India,,No Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,100 Test Drive,,,10/15/2018,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,FY 2020,,10/15/2018,0100-01-01,"100 Test Drive, Atlanta, GA 30303",,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626630240,422704,Primary,10/16/2018,Active,0100-01-01,LN 1252,FN 1252,"LN 1252, FN 1252",,,,,F,6/5/1981,India,India,,6/20/2021,123456789A1,H-1B,6/20/2021,8/2/2025,H-1B,8/2/2025,0100-01-01,8/2/2025,10/1/2019,9/30/2025,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,6/4/2021,8/2/2022,AOS,0100-01-01,,India,,No Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,Masters,Test Title 1,,,,10/15/2018,John Doe,,John Doe,,,,,,Masters,Cable Ops,Test Title 1,FY 2020,,10/15/2018,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626631961,422121,Primary,10/23/2018,Retired,9/21/2022,LN 1259,FN 1259,"LN 1259, FN 1259",,,,,M,6/12/1981,India,India,123456789,4/2/2017,123456789A1,H-1B,4/2/2017,11/20/2024,LPR,11/20/2024,0100-01-01,11/20/2024,0100-01-01,4/4/4000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,3/17/2017,6/15/2019,AOS,6/12/2014,Emp: 2nd,India,I-140 w/prior ER; PERM pending [10.13.21 KAP],Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,100 Test Drive,,,3/4/2019,John Doe,manager@test.com,John Doe,,,,,,,Cable Ops,Test Title 1,,,3/4/2019,0100-01-01,"100 Test Drive, Atlanta, GA 30303",,
,,625523852,Dependent,"Charter Communications, Inc.",626632153,422121,Dependent,10/23/2018,Retired,9/21/2022,LN 1260,FN 1260,"LN 1260, FN 1260",626631961,,,Spouse,F,6/13/1981,India,India,123456789,4/2/2017,419815862.3,H4,8/8/2012,7/28/2014,LPR,11/20/2024,0100-01-01,11/20/2024,0100-01-01,0100-01-01,0100-01-01,0100-01-01,Based on H-4,11/20/2024,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,India,0100-01-01,1/1/2027,,3/17/2017,6/15/2019,AOS,0100-01-01,,India,,No Track No Filed,AOS,,test@test.com,Dependent,,,,,,,,,,,0100-01-01,,,,,,,,,,,,,,0100-01-01,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626632382,422136,Primary,10/24/2018,Active,0100-01-01,LN 1261,FN 1261,"LN 1261, FN 1261",,,,,M,6/14/1981,India,India,,10/3/2022,123456789A1,H-1B,10/3/2022,9/30/2025,H-1B,9/30/2025,0100-01-01,9/30/2025,0100-01-01,9/30/2028,0100-01-01,9/30/2025,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,,,AOS,0100-01-01,,India,,No Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,100 Test Drive,Atlanta,GA,11/19/2018,John Doe,,John Doe,,,,12345,,,Cable Ops,Test Title 1,Possible FY 2021,,11/19/2018,0100-01-01,"100 Test Drive, Atlanta, GA 30303",Atlanta,GA
,,625523852,Dependent,"Charter Communications, Inc.",626632997,422136,Dependent,10/26/2018,Active,0100-01-01,LN 1262,FN 1262,"LN 1262, FN 1262",626632382,,,Spouse,F,6/15/1981,India,India,,3/13/2022,123456789A1,TD,3/13/2022,7/8/2023,TD,7/8/2023,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,,0100-01-01,1/1/2027,,10/27/2021,10/27/2024,AOS,0100-01-01,,India,,No Track No Filed,AOS,,test@test.com,Dependent,,,,,,,,,,,0100-01-01,,,,,,,,,,,,,,0100-01-01,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626821663,422669,Primary,11/9/2018,Active,0100-01-01,LN 1270,FN 1270,"LN 1270, FN 1270",,,,,M,6/23/1981,India,India,,2/18/2022,123456789A1,H-1B,2/18/2022,9/1/2022,H-1B,9/1/2025,0100-01-01,8/22/2022,0100-01-01,9/30/2025,8/22/2025,0100-01-01,F-1 OPT STEM,2/8/2020,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,2/2/2022,8/22/2022,AOS,0100-01-01,,India,,No Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,Masters,Test Title 1,,,,11/5/2018,John Doe,,John Doe,,,,,,Masters,Cable Ops,Test Title 1,FY 2020,,11/5/2018,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626821667,422705,Primary,11/9/2018,Retired,10/6/2022,LN 1271,FN 1271,"LN 1271, FN 1271",,,,,M,6/24/1981,India,India,,1/22/2016,123456789A1,H-1B,1/22/2016,8/7/2025,H-1B,8/7/2025,0100-01-01,8/7/2025,10/1/2019,9/30/2025,0100-01-01,0100-01-01,F-1 OPT STEM,2/5/2020,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,,,AOS,0100-01-01,,India,,No Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,,,,11/5/2018,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,FY 2020 ,,11/5/2018,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626825448,422659,Primary,11/19/2018,Active,0100-01-01,LN 1277,FN 1277,"LN 1277, FN 1277",,,,,F,6/30/1981,India,India,,1/27/2020,123456789A1,H-1B,1/27/2020,7/29/2023,H-1B,7/29/2023,0100-01-01,7/29/2023,0100-01-01,9/30/2026,0100-01-01,0100-01-01,F-1 OPT STEM,9/30/2020,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,,,AOS,0100-01-01,,India,,No Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,John Doe,Test Title 1,100 Test Drive,Atlanta,GA,11/19/2018,John Doe,,John Doe,,,,12345,,John Doe ,Cable Ops,Test Title 1,FY 2020,,11/19/2018,0100-01-01,"100 Test Drive, Atlanta, GA 30303",Atlanta,GA
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626825939,422647,Primary,11/20/2018,Retired,8/30/2022,LN 1278,FN 1278,"LN 1278, FN 1278",,,,,M,7/1/1981,India,India,123456789,12/10/2021,123456789A1,H-1B,12/10/2021,8/11/2022,H-1B,8/11/2022,0100-01-01,8/11/2022,0100-01-01,9/30/2025,0100-01-01,0100-01-01,F-1 OPT STEM,7/2/2020,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,9/13/2021,8/11/2022,AOS,0100-01-01,,India,,No Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,,,,10/9/2017,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,FY 2020,,10/9/2017,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626825943,422634,Primary,11/20/2018,Active,0100-01-01,LN 1279,FN 1279,"LN 1279, FN 1279",,,,,M,7/2/1981,India,India,,1/28/2016,123456789A1,H-1B,1/28/2016,9/30/2024,H-1B,9/30/2024,0100-01-01,9/30/2024,11/3/2021,11/2/2027,0100-01-01,0100-01-01,CPT,1/22/2022,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,0100-01-01,0100-01-01,AOS,0100-01-01,,India,,No Track No Filed,AOS,NEED,test@test.com,"Charter Communications, Inc.",NEED,Charter,C-Ops,,Cable Ops,,Test Title 1,100 Test Drive,Atlanta,GA,9/24/2018,John Doe,,John Doe,,,,12345,,,Cable Ops,Test Title 1,FY 2020,,9/24/2018,0100-01-01,"100 Test Drive, Atlanta, GA 30303",Atlanta,GA
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626825949,422670,Primary,11/20/2018,Active,0100-01-01,LN 1280,FN 1280,"LN 1280, FN 1280",,,,,M,7/3/1981,India,India,,1/2/2022,123456789A1,H-1B,1/2/2022,8/10/2025,H-1B,8/10/2025,0100-01-01,8/10/2025,10/1/2019,9/30/2025,0100-01-01,0100-01-01,F-1 OPT STEM,2/12/2020,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,2/26/2020,8/10/2022,AOS,0100-01-01,,India,,No Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,,,,10/1/2018,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,FY 2020,,10/1/2018,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626831728,422471,Primary,12/13/2018,Active,0100-01-01,LN 1301,FN 1301,"LN 1301, FN 1301",,,,,M,7/24/1981,India,India,,1/18/2022,123456789A1,TN,1/18/2022,3/30/2025,TN-1,3/30/2025,0100-01-01,3/30/2025,0100-01-01,6/6/6000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,TN,1/18/2022,1/17/2025,AOS,0100-01-01,,India,,No Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,,,,2/19/2019,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,,,2/19/2019,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626832173,422694,Primary,12/14/2018,Active,0100-01-01,LN 1302,FN 1302,"LN 1302, FN 1302",,,,,M,7/25/1981,India,India,123456789,12/8/2014,123456789A1,F1,12/8/2014,7/29/2025,H-1B,7/29/2025,0100-01-01,7/29/2025,0100-01-01,9/30/2025,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,11/17/2014,11/13/2019,AOS,0100-01-01,,India,,No Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,John Doe,Test Title 1,100 Test Drive,Atlanta,GA,12/10/2018,John Doe,,John Doe,,,,12345,,John Doe ,Cable Ops,Test Title 1,FY 2020,,12/10/2018,0100-01-01,"100 Test Drive, Atlanta, GA 30303",Atlanta,GA
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626834157,422654,Primary,12/20/2018,Active,0100-01-01,LN 1306,FN 1306,"LN 1306, FN 1306",,,,,M,7/29/1981,India,India,,9/30/2019,123456789A1,H-1B,9/30/2019,8/4/2022,H-1B,6/19/2025,0100-01-01,6/19/2025,0100-01-01,9/30/2025,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,9/13/2019,4/8/2022,AOS,0100-01-01,,India,,No Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,,,,12/17/2018,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,FY 2020,,12/17/2018,0100-01-01,,,
,,625523852,Dependent,"Charter Communications, Inc.",626836123,422445,Dependent,1/3/2019,Active,0100-01-01,LN 1314,FN 1314,"LN 1314, FN 1314",626835066,,,Spouse,F,8/6/1981,India,India,,8/25/2013,123456789A1,H-4,8/25/2013,12/9/2023,H-4,11/29/2023,0100-01-01,6/21/2019,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,,India,0100-01-01,1/1/2027,,12/4/2012,9/30/2013,AOS,0100-01-01,,India,,No Track No Filed,AOS,,test@test.com,Dependent,,,,,,,,,,,0100-01-01,,,,,,,,,,,,,,0100-01-01,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626837302,422706,Primary,1/8/2019,Retired,8/5/2022,LN 1318,FN 1318,"LN 1318, FN 1318",,,,,M,8/10/1981,India,India,,1/23/2020,123456789A1,H-1B,1/23/2020,8/1/2025,H-1B,8/1/2025,0100-01-01,8/1/2025,0100-01-01,9/30/2025,0100-01-01,0100-01-01,F-1 OPT STEM,2/9/2020,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,1/2/2020,8/1/2022,AOS,0100-01-01,,India,,No Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,Masters,Test Title 1,,,,1/7/2019,John Doe,,John Doe,,,,,,Masters,Cable Ops,Test Title 1,FY 2020,,1/7/2019,0100-01-01,,,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626837734,422514,Primary,1/9/2019,Active,0100-01-01,LN 1319,FN 1319,"LN 1319, FN 1319",,,,,M,8/11/1981,India,India,,6/7/2021,123456789A1,TN1,6/7/2021,2/12/2025,TN-1,2/2/2025,0100-01-01,2/2/2025,0100-01-01,6/6/6000,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,,,AOS,0100-01-01,,India,,No Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,100 Test Drive,,,5/15/2017,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,,,5/15/2017,0100-01-01,"100 Test Drive, Atlanta, GA 30303",,
100000590,Charter Group of Companies,625365123,"Charter Communications, Inc.",,626839073,422556,Primary,1/14/2019,Active,0100-01-01,LN 1322,FN 1322,"LN 1322, FN 1322",,,,,F,8/14/1981,India,India,,12/26/2021,123456789A1,,12/26/2021,8/3/2023,H-1B,7/27/2023,0100-01-01,7/27/2023,0100-01-01,9/30/2026,0100-01-01,0100-01-01,,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,0100-01-01,A123456,India,1/1/2017,1/1/2027,,6/4/2010,6/2/2020,AOS,0100-01-01,,India,,No Track No Filed,AOS,1010101,test@test.com,"Charter Communications, Inc.",1010101,Charter,C-Ops,,Cable Ops,,Test Title 1,100 Test Drive,,,4/2/2019,John Doe,,John Doe,,,,,,,Cable Ops,Test Title 1,,,4/2/2019,0100-01-01,"100 Test Drive, Atlanta, GA 30303",,
